"t","mu","mv","avhc","itn_cov","EIR_tot","slide_prev0to5","prop_killed_ivm","mv_dead","mvx_dead","d_ITN0","r_ITN0","ref","net_type"
67,0.132,41.5894028308611,0.306666666666667,0,151.086857877094,0.63091387555161,0,362.326877462462,0,0.340773639,0.637100833,1,"pyr_only"
68,0.132,41.5894028308611,0.306666666666667,0,151.087333716917,0.630951407215676,0,367.816678636136,0,0.340773639,0.637100833,1,"pyr_only"
69,0.132,41.5894028308611,0.306666666666667,0,151.087887467139,0.630988204666083,0,373.30647980981,0,0.340773639,0.637100833,1,"pyr_only"
70,0.132,41.5894028308611,0.306666666666667,0,151.088523061793,0.631024286591404,0,378.796280983483,0,0.340773639,0.637100833,1,"pyr_only"
71,0.132,41.5894028308611,0.306666666666667,0,151.089243027696,0.631059674409037,0,384.286082157157,0,0.340773639,0.637100833,1,"pyr_only"
72,0.132,41.5894028308611,0.306666666666667,0,151.090048713401,0.631094391100664,0,389.775883330831,0,0.340773639,0.637100833,1,"pyr_only"
73,0.132,41.5894028308611,0.306666666666667,0,151.090940340155,0.631128460326818,0,395.265684504504,0,0.340773639,0.637100833,1,"pyr_only"
74,0.132,41.5894028308611,0.306666666666667,0,151.091916948824,0.631161905772148,0,400.755485678178,0,0.340773639,0.637100833,1,"pyr_only"
75,0.132,41.5894028308611,0.306666666666667,0,151.0929763139,0.631194750678389,0,406.245286851852,0,0.340773639,0.637100833,1,"pyr_only"
76,0.132,41.5894028308611,0.306666666666667,0,151.094114882003,0.631227017526392,0,411.735088025525,0,0.340773639,0.637100833,1,"pyr_only"
77,0.132,41.5894028308611,0.306666666666667,0,151.095327773467,0.631258727835041,0,417.224889199199,0,0.340773639,0.637100833,1,"pyr_only"
78,0.132,41.5894028308611,0.306666666666667,0,151.096608864535,0.631289902050918,0,422.714690372873,0,0.340773639,0.637100833,1,"pyr_only"
79,0.132,41.5894028308611,0.306666666666667,0,151.097950949424,0.631320559506319,0,428.204491546546,0,0.340773639,0.637100833,1,"pyr_only"
80,0.132,41.5894028308611,0.306666666666667,0,151.099345967263,0.631350718427147,0,433.69429272022,0,0.340773639,0.637100833,1,"pyr_only"
81,0.132,41.5894028308611,0.306666666666667,0,151.100785271279,0.631380395974428,0,439.184093893894,0,0.340773639,0.637100833,1,"pyr_only"
82,0.132,41.5894028308611,0.306666666666667,0,151.102259914392,0.631409608305335,0,444.673895067567,0,0.340773639,0.637100833,1,"pyr_only"
83,0.132,41.5894028308611,0.306666666666667,0,151.103760927753,0.631438370642042,0,450.163696241241,0,0.340773639,0.637100833,1,"pyr_only"
84,0.132,41.5894028308611,0.306666666666667,0,151.105279572884,0.63146669733922,0,455.653497414915,0,0.340773639,0.637100833,1,"pyr_only"
85,0.132,41.5894028308611,0.306666666666667,0,151.106807554172,0.63149460194399,0,461.143298588588,0,0.340773639,0.637100833,1,"pyr_only"
86,0.132,41.5894028308611,0.306666666666667,0,151.108337184796,0.63152209724516,0,466.633099762262,0,0.340773639,0.637100833,1,"pyr_only"
87,0.132,41.5894028308611,0.306666666666667,0,151.109861504017,0.631549195311297,0,472.122900935936,0,0.340773639,0.637100833,1,"pyr_only"
88,0.132,41.5894028308611,0.306666666666667,0,151.111374348437,0.631575907519298,0,477.612702109609,0,0.340773639,0.637100833,1,"pyr_only"
89,0.132,41.5894028308611,0.306666666666667,0,151.112870382298,0.6316022445765,0,483.102503283283,0,0.340773639,0.637100833,1,"pyr_only"
90,0.132,41.5894028308611,0.306666666666667,0,151.11434509367,0.631628216539913,0,488.592304456957,0,0.340773639,0.637100833,1,"pyr_only"
91,0.132,41.5894028308611,0.306666666666667,0,151.115794763894,0.631653832835887,0,494.08210563063,0,0.340773639,0.637100833,1,"pyr_only"
92,0.132,41.5894028308611,0.306666666666667,0,151.11721641746,0.631679102282957,0,499.571906804304,0,0.340773639,0.637100833,1,"pyr_only"
93,0.132,41.5894028308611,0.306666666666667,0,151.118607758855,0.631704033119486,0,505.061707977978,0,0.340773639,0.637100833,1,"pyr_only"
94,0.132,41.5894028308611,0.306666666666667,0,151.119967101878,0.631728633036809,0,510.551509151651,0,0.340773639,0.637100833,1,"pyr_only"
95,0.132,41.5894028308611,0.306666666666667,0,151.12129329603,0.631752909217592,0,516.041310325325,0,0.340773639,0.637100833,1,"pyr_only"
96,0.132,41.5894028308611,0.306666666666667,0,151.122585653349,0.63177686837841,0,521.531111498999,0,0.340773639,0.637100833,1,"pyr_only"
97,0.132,41.5894028308611,0.306666666666667,0,151.12384387832,0.631800516815173,0,527.020912672672,0,0.340773639,0.637100833,1,"pyr_only"
98,0.132,41.5894028308611,0.306666666666667,0,151.125068002572,0.631823860449744,0,532.510713846346,0,0.340773639,0.637100833,1,"pyr_only"
99,0.132,41.5894028308611,0.306666666666667,0,151.126258325401,0.631846904876195,0,538.00051502002,0,0.340773639,0.637100833,1,"pyr_only"
100,0.132,41.5894028308611,0.306666666666667,0,85.363694892976,0.631869655405282,0,543.490316193694,0,0.340773639,0.637100833,1,"pyr_only"
101,0.132,41.5894028308611,0.306666666666667,0,85.4000130308753,0.631892117105992,0,548.980117367367,0,0.340773639,0.637100833,1,"pyr_only"
102,0.132,41.5894028308611,0.306666666666667,0,85.4362880664332,0.631914294843362,0,554.469918541041,0,0.340773639,0.637100833,1,"pyr_only"
103,0.132,41.5894028308611,0.306666666666667,0,85.4725205062837,0.631936193312019,0,559.959719714714,0,0.340773639,0.637100833,1,"pyr_only"
104,0.132,41.5894028308611,0.306666666666667,0,85.5087108948458,0.631957817065248,0,565.449520888388,0,0.340773639,0.637100833,1,"pyr_only"
105,0.132,41.5894028308611,0.306666666666667,0,85.5448598009606,0.631979170539561,0,570.939322062062,0,0.340773639,0.637100833,1,"pyr_only"
106,0.132,41.5894028308611,0.306666666666667,0,85.5809678068896,0.632000258074971,0,576.429123235735,0,0.340773639,0.637100833,1,"pyr_only"
107,0.132,41.5894028308611,0.306666666666667,0,85.617035499358,0.632021083931291,0,581.918924409409,0,0.340773639,0.637100833,1,"pyr_only"
108,0.132,41.5894028308611,0.306666666666667,0,85.6530634623134,0.632041652300844,0,587.408725583083,0,0.340773639,0.637100833,1,"pyr_only"
109,0.132,41.5894028308611,0.306666666666667,0,85.6890522711175,0.632061967318046,0,592.898526756757,0,0.340773639,0.637100833,1,"pyr_only"
110,0.132,41.5894028308611,0.306666666666667,0,85.7250024879346,0.632082033066314,0,598.38832793043,0,0.340773639,0.637100833,1,"pyr_only"
111,0.132,41.5894028308611,0.306666666666667,0,85.7609146581119,0.632101853582743,0,603.878129104104,0,0.340773639,0.637100833,1,"pyr_only"
112,0.132,41.5894028308611,0.306666666666667,0,85.7967893073941,0.632121432860971,0,609.367930277778,0,0.340773639,0.637100833,1,"pyr_only"
113,0.132,41.5894028308611,0.306666666666667,0,85.8326269398488,0.632140774852614,0,614.857731451451,0,0.340773639,0.637100833,1,"pyr_only"
114,0.132,41.5894028308611,0.306666666666667,0,85.8684280364036,0.632159883467616,0,620.347532625125,0,0.340773639,0.637100833,1,"pyr_only"
115,0.132,41.5894028308611,0.306666666666667,0,85.9041930539184,0.632178762573765,0,625.837333798798,0,0.340773639,0.637100833,1,"pyr_only"
116,0.132,41.5894028308611,0.306666666666667,0,85.9399224247314,0.632197415995686,0,631.327134972472,0,0.340773639,0.637100833,1,"pyr_only"
117,0.132,41.5894028308611,0.306666666666667,0,85.9756165566223,0.632215847513429,0,636.816936146146,0,0.340773639,0.637100833,1,"pyr_only"
118,0.132,41.5894028308611,0.306666666666667,0,86.0112758331421,0.632234060860867,0,642.306737319819,0,0.340773639,0.637100833,1,"pyr_only"
119,0.132,41.5894028308611,0.306666666666667,0,86.046900614257,0.632252059724018,0,647.796538493493,0,0.340773639,0.637100833,1,"pyr_only"
120,0.132,41.5894028308611,0.306666666666667,0,86.0824912372625,0.632269847739337,0,653.286339667167,0,0.340773639,0.637100833,1,"pyr_only"
121,0.132,41.5894028308611,0.306666666666667,0,86.1180480179081,0.632287428492119,0,658.77614084084,0,0.340773639,0.637100833,1,"pyr_only"
122,0.132,41.5894028308611,0.306666666666667,0,86.1535712516909,0.632304805514988,0,664.265942014514,0,0.340773639,0.637100833,1,"pyr_only"
123,0.132,41.5894028308611,0.306666666666667,0,86.1890612152612,0.632321982286538,0,669.755743188188,0,0.340773639,0.637100833,1,"pyr_only"
124,0.132,41.5894028308611,0.306666666666667,0,86.2245181679037,0.632338962230149,0,675.245544361861,0,0.340773639,0.637100833,1,"pyr_only"
125,0.132,41.5894028308611,0.306666666666667,0,86.2599423530438,0.632355748712956,0,680.735345535535,0,0.340773639,0.637100833,1,"pyr_only"
126,0.132,41.5894028308611,0.306666666666667,0,86.2953339997474,0.632372345045012,0,686.225146709209,0,0.340773639,0.637100833,1,"pyr_only"
127,0.132,41.5894028308611,0.306666666666667,0,86.33069332418,0.632388754478627,0,691.714947882882,0,0.340773639,0.637100833,1,"pyr_only"
128,0.132,41.5894028308611,0.306666666666667,0,86.3660205310003,0.632404980207866,0,697.204749056556,0,0.340773639,0.637100833,1,"pyr_only"
129,0.132,41.5894028308611,0.306666666666667,0,86.4013158146694,0.632421025368253,0,702.69455023023,0,0.340773639,0.637100833,1,"pyr_only"
130,0.132,41.5894028308611,0.306666666666667,0,86.4365793606608,0.632436893036607,0,708.184351403903,0,0.340773639,0.637100833,1,"pyr_only"
131,0.132,41.5894028308611,0.306666666666667,0,86.4718113465607,0.632452586231065,0,713.674152577577,0,0.340773639,0.637100833,1,"pyr_only"
132,0.132,41.5894028308611,0.306666666666667,0,86.5070119430582,0.632468107911252,0,719.163953751251,0,0.340773639,0.637100833,1,"pyr_only"
133,0.132,41.5894028308611,0.306666666666667,0,86.5421813148191,0.632483460978592,0,724.653754924925,0,0.340773639,0.637100833,1,"pyr_only"
134,0.132,41.5894028308611,0.306666666666667,0,86.5773196212526,0.632498648276759,0,730.143556098598,0,0.340773639,0.637100833,1,"pyr_only"
135,0.132,41.5894028308611,0.306666666666667,0,86.6124270171694,0.632513672592259,0,735.633357272272,0,0.340773639,0.637100833,1,"pyr_only"
136,0.132,41.5894028308611,0.306666666666667,0,86.6475036533429,0.632528536655112,0,741.123158445945,0,0.340773639,0.637100833,1,"pyr_only"
137,0.132,41.5894028308611,0.306666666666667,0,86.6825496769783,0.632543243139652,0,746.612959619619,0,0.340773639,0.637100833,1,"pyr_only"
138,0.132,41.5894028308611,0.306666666666667,0,86.7175652321017,0.632557794665395,0,752.102760793293,0,0.340773639,0.637100833,1,"pyr_only"
139,0.132,41.5894028308611,0.306666666666667,0,86.752550459874,0.632572193798002,0,757.592561966967,0,0.340773639,0.637100833,1,"pyr_only"
140,0.132,41.5894028308611,0.306666666666667,0,86.7875054988426,0.632586443050286,0,763.08236314064,0,0.340773639,0.637100833,1,"pyr_only"
141,0.132,41.5894028308611,0.306666666666667,0,86.8224304851372,0.632600544883279,0,768.572164314314,0,0.340773639,0.637100833,1,"pyr_only"
142,0.132,41.5894028308611,0.306666666666667,0,86.8573255526197,0.632614501707336,0,774.061965487988,0,0.340773639,0.637100833,1,"pyr_only"
143,0.132,41.5894028308611,0.306666666666667,0,86.8921908329925,0.632628315883249,0,779.551766661661,0,0.340773639,0.637100833,1,"pyr_only"
144,0.132,41.5894028308611,0.306666666666667,0,86.9270264558775,0.632641989723402,0,785.041567835335,0,0.340773639,0.637100833,1,"pyr_only"
145,0.132,41.5894028308611,0.306666666666667,0,86.9618325488661,0.632655525492906,0,790.531369009009,0,0.340773639,0.637100833,1,"pyr_only"
146,0.132,41.5894028308611,0.306666666666667,0,86.9966092375498,0.632668925410747,0,796.021170182682,0,0.340773639,0.637100833,1,"pyr_only"
147,0.132,41.5894028308611,0.306666666666667,0,87.0313566455343,0.632682191650926,0,801.510971356356,0,0.340773639,0.637100833,1,"pyr_only"
148,0.132,41.5894028308611,0.306666666666667,0,87.0660748944419,0.632695326343568,0,807.00077253003,0,0.340773639,0.637100833,1,"pyr_only"
149,0.132,41.5894028308611,0.306666666666667,0,87.1007641039048,0.632708331576033,0,812.490573703703,0,0.340773639,0.637100833,1,"pyr_only"
150,0.132,41.5894028308611,0.306666666666667,0,87.135424391554,0.632721209393984,0,817.980374877377,0,0.340773639,0.637100833,1,"pyr_only"
151,0.132,41.5894028308611,0.306666666666667,0,87.1700558730035,0.632733961802438,0,823.470176051051,0,0.340773639,0.637100833,1,"pyr_only"
152,0.132,41.5894028308611,0.306666666666667,0,87.2046586618349,0.632746590766793,0,828.959977224724,0,0.340773639,0.637100833,1,"pyr_only"
153,0.132,41.5894028308611,0.306666666666667,0,87.2392328695821,0.632759098213809,0,834.449778398398,0,0.340773639,0.637100833,1,"pyr_only"
154,0.132,41.5894028308611,0.306666666666667,0,87.2737786057176,0.632771486032572,0,839.939579572072,0,0.340773639,0.637100833,1,"pyr_only"
155,0.132,41.5894028308611,0.306666666666667,0,87.308295977642,0.632783756075424,0,845.429380745746,0,0.340773639,0.637100833,1,"pyr_only"
156,0.132,41.5894028308611,0.306666666666667,0,87.342785090678,0.632795910158858,0,850.919181919419,0,0.340773639,0.637100833,1,"pyr_only"
157,0.132,41.5894028308611,0.306666666666667,0,87.3772460480659,0.632807950064386,0,856.408983093093,0,0.340773639,0.637100833,1,"pyr_only"
158,0.132,41.5894028308611,0.306666666666667,0,87.4116789509677,0.632819877539371,0,861.898784266767,0,0.340773639,0.637100833,1,"pyr_only"
159,0.132,41.5894028308611,0.306666666666667,0,87.4460838984726,0.632831694297842,0,867.38858544044,0,0.340773639,0.637100833,1,"pyr_only"
160,0.132,41.5894028308611,0.306666666666667,0,87.4804609876084,0.632843402021271,0,872.878386614114,0,0.340773639,0.637100833,1,"pyr_only"
161,0.132,41.5894028308611,0.306666666666667,0,87.5148103133583,0.632855002359323,0,878.368187787787,0,0.340773639,0.637100833,1,"pyr_only"
162,0.132,41.5894028308611,0.306666666666667,0,87.54913196868,0.632866496930586,0,883.857988961461,0,0.340773639,0.637100833,1,"pyr_only"
163,0.132,41.5894028308611,0.306666666666667,0,87.5834260445322,0.632877887323276,0,889.347790135135,0,0.340773639,0.637100833,1,"pyr_only"
164,0.132,41.5894028308611,0.306666666666667,0,87.6176926299016,0.632889175095913,0,894.837591308809,0,0.340773639,0.637100833,1,"pyr_only"
165,0.132,41.5894028308611,0.306666666666667,0,87.6519318118358,0.632900361777986,0,900.327392482483,0,0.340773639,0.637100833,1,"pyr_only"
166,0.132,41.5894028308611,0.306666666666667,0,87.6861436754778,0.632911448870581,0,905.817193656156,0,0.340773639,0.637100833,1,"pyr_only"
167,0.132,41.5894028308611,0.306666666666667,0,87.7203283041044,0.63292243784701,0,911.30699482983,0,0.340773639,0.637100833,1,"pyr_only"
168,0.132,41.5894028308611,0.306666666666667,0,87.7544857791656,0.632933330153402,0,916.796796003503,0,0.340773639,0.637100833,1,"pyr_only"
169,0.132,41.5894028308611,0.306666666666667,0,87.7886161803266,0.632944127209291,0,922.286597177177,0,0.340773639,0.637100833,1,"pyr_only"
170,0.132,41.5894028308611,0.306666666666667,0,87.8227195855109,0.63295483040818,0,927.776398350851,0,0.340773639,0.637100833,1,"pyr_only"
171,0.132,41.5894028308611,0.306666666666667,0,87.8567960709449,0.632965441118093,0,933.266199524524,0,0.340773639,0.637100833,1,"pyr_only"
172,0.132,41.5894028308611,0.306666666666667,0,87.8908457112021,0.632975960682106,0,938.756000698198,0,0.340773639,0.637100833,1,"pyr_only"
173,0.132,41.5894028308611,0.306666666666667,0,87.9248685792491,0.632986390418878,0,944.245801871872,0,0.340773639,0.637100833,1,"pyr_only"
174,0.132,41.5894028308611,0.306666666666667,0,87.9588647464907,0.63299673162315,0,949.735603045545,0,0.340773639,0.637100833,1,"pyr_only"
175,0.132,41.5894028308611,0.306666666666667,0,87.9928342828149,0.63300698556625,0,955.225404219219,0,0.340773639,0.637100833,1,"pyr_only"
176,0.132,41.5894028308611,0.306666666666667,0,88.0267772566377,0.63301715349657,0,960.715205392893,0,0.340773639,0.637100833,1,"pyr_only"
177,0.132,41.5894028308611,0.306666666666667,0,88.0606937349476,0.633027236640044,0,966.205006566566,0,0.340773639,0.637100833,1,"pyr_only"
178,0.132,41.5894028308611,0.306666666666667,0,88.0945837833485,0.633037236200608,0,971.69480774024,0,0.340773639,0.637100833,1,"pyr_only"
179,0.132,41.5894028308611,0.306666666666667,0,88.1284474661023,0.633047153360653,0,977.184608913914,0,0.340773639,0.637100833,1,"pyr_only"
180,0.132,41.5894028308611,0.306666666666667,0,88.1622848461707,0.633056989281463,0,982.674410087588,0,0.340773639,0.637100833,1,"pyr_only"
181,0.132,41.5894028308611,0.306666666666667,0,88.1960959852547,0.633066745103651,0,988.164211261261,0,0.340773639,0.637100833,1,"pyr_only"
182,0.132,41.5894028308611,0.306666666666667,0,88.2298809438348,0.633076421947578,0,993.654012434935,0,0.340773639,0.637100833,1,"pyr_only"
183,0.132,41.5894028308611,0.306666666666667,0,88.2636397812082,0.633086020913767,0,999.143813608609,0,0.340773639,0.637100833,1,"pyr_only"
184,0.132,41.5894028308611,0.306666666666667,0,88.2973725555261,0.633095543083308,0,1004.63361478228,0,0.340773639,0.637100833,1,"pyr_only"
185,0.132,41.5894028308611,0.306666666666667,0,88.3310793238288,0.633104989518253,0,1010.12341595596,0,0.340773639,0.637100833,1,"pyr_only"
186,0.132,41.5894028308611,0.306666666666667,0,88.3647601420801,0.633114361262001,0,1015.61321712963,0,0.340773639,0.637100833,1,"pyr_only"
187,0.132,41.5894028308611,0.306666666666667,0,88.3984150652007,0.63312365933968,0,1021.1030183033,0,0.340773639,0.637100833,1,"pyr_only"
188,0.132,41.5894028308611,0.306666666666667,0,88.4320441470993,0.633132884758514,0,1026.59281947698,0,0.340773639,0.637100833,1,"pyr_only"
189,0.132,41.5894028308611,0.306666666666667,0,88.4656474407045,0.633142038508191,0,1032.08262065065,0,0.340773639,0.637100833,1,"pyr_only"
190,0.132,41.5894028308611,0.306666666666667,0,88.4992249979928,0.63315112156121,0,1037.57242182432,0,0.340773639,0.637100833,1,"pyr_only"
