"t","mv","mu","avhc","av_mosq_sum","itn_cov","ivm_cov","Sxtot","Extot","Ixtot","mvxtot","Sx_dead","Ex_dead","Ix_dead","mvx_dead","ref"
98,41.5894028308611,0.132,0.306666666666667,0.613333333333333,0,0,0,0,0,0,0,0,0,0,1
99,41.5894028308611,0.132,0.306666666666667,0.613333333333333,0,0,0,0,0,0,0,0,0,0,1
100,41.5894028308611,0.132,0.306666666666667,0.485600533333333,0,0,0,0,0,0,0,0,0,0,1
101,41.5894028308611,0.132,0.306666666666667,0.485645280331344,0,0,0,0,0,0,0,0,0,0,1
102,41.5894028308611,0.132,0.306666666666667,0.485689995153033,0,0,0,0,0,0,0,0,0,0,1
103,41.5894028308611,0.132,0.306666666666667,0.485734677821539,0,0,0,0,0,0,0,0,0,0,1
104,41.5894028308611,0.132,0.306666666666667,0.485779328359981,0,0,0,0,0,0,0,0,0,0,1
105,41.5894028308611,0.132,0.306666666666667,0.485823946791464,0,0,0,0,0,0,0,0,0,0,1
106,41.5894028308611,0.132,0.306666666666667,0.485868533139075,0,0,0,0,0,0,0,0,0,0,1
107,41.5894028308611,0.132,0.306666666666667,0.485913087425885,0,0,0,0,0,0,0,0,0,0,1
108,41.5894028308611,0.132,0.306666666666667,0.485957609674946,0,0,0,0,0,0,0,0,0,0,1
109,41.5894028308611,0.132,0.306666666666667,0.486002099909298,0,0,0,0,0,0,0,0,0,0,1
110,41.5894028308611,0.132,0.306666666666667,0.486046558151961,0,0,0,0,0,0,0,0,0,0,1
111,41.5894028308611,0.132,0.306666666666667,0.486090984425938,0,0,0,0,0,0,0,0,0,0,1
112,41.5894028308611,0.132,0.306666666666667,0.486135378754219,0,0,0,0,0,0,0,0,0,0,1
113,41.5894028308611,0.132,0.306666666666667,0.486179741159774,0,0,0,0,0,0,0,0,0,0,1
114,41.5894028308611,0.132,0.306666666666667,0.486224071665558,0,0,0,0,0,0,0,0,0,0,1
115,41.5894028308611,0.132,0.306666666666667,0.486268370294509,0,0,0,0,0,0,0,0,0,0,1
116,41.5894028308611,0.132,0.306666666666667,0.486312637069549,0,0,0,0,0,0,0,0,0,0,1
117,41.5894028308611,0.132,0.306666666666667,0.486356872013583,0,0,0,0,0,0,0,0,0,0,1
118,41.5894028308611,0.132,0.306666666666667,0.4864010751495,0,0,0,0,0,0,0,0,0,0,1
119,41.5894028308611,0.132,0.306666666666667,0.486445246500172,0,0,0,0,0,0,0,0,0,0,1
120,41.5894028308611,0.132,0.306666666666667,0.486489386088456,0,0,0,0,0,0,0,0,0,0,1
121,41.5894028308611,0.132,0.306666666666667,0.48653349393719,0,0,0,0,0,0,0,0,0,0,1
122,41.5894028308611,0.132,0.306666666666667,0.486577570069198,0,0,0,0,0,0,0,0,0,0,1
123,41.5894028308611,0.132,0.306666666666667,0.486621614507286,0,0,0,0,0,0,0,0,0,0,1
124,41.5894028308611,0.132,0.306666666666667,0.486665627274245,0,0,0,0,0,0,0,0,0,0,1
125,41.5894028308611,0.132,0.306666666666667,0.486709608392848,0,0,0,0,0,0,0,0,0,0,1
126,41.5894028308611,0.132,0.306666666666667,0.486753557885853,0,0,0,0,0,0,0,0,0,0,1
127,41.5894028308611,0.132,0.306666666666667,0.486797475776,0,0,0,0,0,0,0,0,0,0,1
128,41.5894028308611,0.132,0.306666666666667,0.486841362086015,0,0,0,0,0,0,0,0,0,0,1
129,41.5894028308611,0.132,0.306666666666667,0.486885216838607,0,0,0,0,0,0,0,0,0,0,1
130,41.5894028308611,0.132,0.306666666666667,0.486929040056466,0,0,0,0,0,0,0,0,0,0,1
131,41.5894028308611,0.132,0.306666666666667,0.486972831762269,0,0,0,0,0,0,0,0,0,0,1
132,41.5894028308611,0.132,0.306666666666667,0.487016591978676,0,0,0,0,0,0,0,0,0,0,1
133,41.5894028308611,0.132,0.306666666666667,0.487060320728328,0,0,0,0,0,0,0,0,0,0,1
134,41.5894028308611,0.132,0.306666666666667,0.487104018033854,0,0,0,0,0,0,0,0,0,0,1
135,41.5894028308611,0.132,0.306666666666667,0.487147683917864,0,0,0,0,0,0,0,0,0,0,1
136,41.5894028308611,0.132,0.306666666666667,0.487191318402952,0,0,0,0,0,0,0,0,0,0,1
137,41.5894028308611,0.132,0.306666666666667,0.487234921511697,0,0,0,0,0,0,0,0,0,0,1
138,41.5894028308611,0.132,0.306666666666667,0.487278493266659,0,0,0,0,0,0,0,0,0,0,1
139,41.5894028308611,0.132,0.306666666666667,0.487322033690386,0,0,0,0,0,0,0,0,0,0,1
140,41.5894028308611,0.132,0.306666666666667,0.487365542805405,0,0,0,0,0,0,0,0,0,0,1
141,41.5894028308611,0.132,0.306666666666667,0.487409020634231,0,0,0,0,0,0,0,0,0,0,1
142,41.5894028308611,0.132,0.306666666666667,0.48745246719936,0,0,0,0,0,0,0,0,0,0,1
143,41.5894028308611,0.132,0.306666666666667,0.487495882523274,0,0,0,0,0,0,0,0,0,0,1
144,41.5894028308611,0.132,0.306666666666667,0.487539266628437,0,0,0,0,0,0,0,0,0,0,1
145,41.5894028308611,0.132,0.306666666666667,0.487582619537297,0,0,0,0,0,0,0,0,0,0,1
146,41.5894028308611,0.132,0.306666666666667,0.487625941272287,0,0,0,0,0,0,0,0,0,0,1
147,41.5894028308611,0.132,0.306666666666667,0.487669231855823,0,0,0,0,0,0,0,0,0,0,1
148,41.5894028308611,0.132,0.306666666666667,0.487712491310306,0,0,0,0,0,0,0,0,0,0,1
149,41.5894028308611,0.132,0.306666666666667,0.487755719658119,0,0,0,0,0,0,0,0,0,0,1
150,41.5894028308611,0.132,0.306666666666667,0.48779891692163,0,0,0,0,0,0,0,0,0,0,1
151,41.5894028308611,0.132,0.306666666666667,0.487842083123192,0,0,0,0,0,0,0,0,0,0,1
152,41.5894028308611,0.132,0.306666666666667,0.487885218285139,0,0,0,0,0,0,0,0,0,0,1
153,41.5894028308611,0.132,0.306666666666667,0.487928322429792,0,0,0,0,0,0,0,0,0,0,1
154,41.5894028308611,0.132,0.306666666666667,0.487971395579454,0,0,0,0,0,0,0,0,0,0,1
155,41.5894028308611,0.132,0.306666666666667,0.488014437756414,0,0,0,0,0,0,0,0,0,0,1
156,41.5894028308611,0.132,0.306666666666667,0.488057448982942,0,0,0,0,0,0,0,0,0,0,1
157,41.5894028308611,0.132,0.306666666666667,0.488100429281294,0,0,0,0,0,0,0,0,0,0,1
158,41.5894028308611,0.132,0.306666666666667,0.488143378673709,0,0,0,0,0,0,0,0,0,0,1
159,41.5894028308611,0.132,0.306666666666667,0.488186297182413,0,0,0,0,0,0,0,0,0,0,1
160,41.5894028308611,0.132,0.306666666666667,0.488229184829611,0,0,0,0,0,0,0,0,0,0,1
161,41.5894028308611,0.132,0.306666666666667,0.488272041637496,0,0,0,0,0,0,0,0,0,0,1
162,41.5894028308611,0.132,0.306666666666667,0.488314867628243,0,0,0,0,0,0,0,0,0,0,1
163,41.5894028308611,0.132,0.306666666666667,0.488357662824012,0,0,0,0,0,0,0,0,0,0,1
164,41.5894028308611,0.132,0.306666666666667,0.488400427246947,0,0,0,0,0,0,0,0,0,0,1
165,41.5894028308611,0.132,0.306666666666667,0.488443160919176,0,0,0,0,0,0,0,0,0,0,1
166,41.5894028308611,0.132,0.306666666666667,0.488485863862811,0,0,0,0,0,0,0,0,0,0,1
167,41.5894028308611,0.132,0.306666666666667,0.488528536099947,0,0,0,0,0,0,0,0,0,0,1
168,41.5894028308611,0.132,0.306666666666667,0.488571177652666,0,0,0,0,0,0,0,0,0,0,1
169,41.5894028308611,0.132,0.306666666666667,0.48861378854303,0,0,0,0,0,0,0,0,0,0,1
170,41.5894028308611,0.132,0.306666666666667,0.48865636879309,0,0,0,0,0,0,0,0,0,0,1
171,41.5894028308611,0.132,0.306666666666667,0.488698918424877,0,0,0,0,0,0,0,0,0,0,1
172,41.5894028308611,0.132,0.306666666666667,0.488741437460408,0,0,0,0,0,0,0,0,0,0,1
173,41.5894028308611,0.132,0.306666666666667,0.488783925921684,0,0,0,0,0,0,0,0,0,0,1
174,41.5894028308611,0.132,0.306666666666667,0.48882638383069,0,0,0,0,0,0,0,0,0,0,1
175,41.5894028308611,0.132,0.306666666666667,0.488868811209395,0,0,0,0,0,0,0,0,0,0,1
176,41.5894028308611,0.132,0.306666666666667,0.488911208079754,0,0,0,0,0,0,0,0,0,0,1
177,41.5894028308611,0.132,0.306666666666667,0.488953574463703,0,0,0,0,0,0,0,0,0,0,1
178,41.5894028308611,0.132,0.306666666666667,0.488995910383164,0,0,0,0,0,0,0,0,0,0,1
179,41.5894028308611,0.132,0.306666666666667,0.489038215860045,0,0,0,0,0,0,0,0,0,0,1
180,41.5894028308611,0.132,0.306666666666667,0.489080490916234,0,0,0,0,0,0,0,0,0,0,1
181,41.5894028308611,0.132,0.306666666666667,0.489122735573607,0,0,0,0,0,0,0,0,0,0,1
182,41.5894028308611,0.132,0.306666666666667,0.489164949854023,0,0,0,0,0,0,0,0,0,0,1
183,41.5894028308611,0.132,0.306666666666667,0.489207133779325,0,0,0,0,0,0,0,0,0,0,1
184,41.5894028308611,0.132,0.306666666666667,0.48924928737134,0,0,0,0,0,0,0,0,0,0,1
185,41.5894028308611,0.132,0.306666666666667,0.48929141065188,0,0,0,0,0,0,0,0,0,0,1
186,41.5894028308611,0.132,0.306666666666667,0.489333503642742,0,0,0,0,0,0,0,0,0,0,1
187,41.5894028308611,0.132,0.306666666666667,0.489375566365706,0,0,0,0,0,0,0,0,0,0,1
188,41.5894028308611,0.132,0.306666666666667,0.489417598842537,0,0,0,0,0,0,0,0,0,0,1
189,41.5894028308611,0.132,0.306666666666667,0.489459601094983,0,0,0,0,0,0,0,0,0,0,1
190,41.5894028308611,0.132,0.306666666666667,0.489501573144779,0,0,0,0,0,0,0,0,0,0,1
191,41.5894028308611,0.132,0.306666666666667,0.489543515013642,0,0,0,0,0,0,0,0,0,0,1
192,41.5894028308611,0.132,0.306666666666667,0.489585426723274,0,0,0,0,0,0,0,0,0,0,1
193,41.5894028308611,0.132,0.306666666666667,0.489627308295363,0,0,0,0,0,0,0,0,0,0,1
194,41.5894028308611,0.132,0.306666666666667,0.489669159751578,0,0,0,0,0,0,0,0,0,0,1
195,41.5894028308611,0.132,0.306666666666667,0.489710981113577,0,0,0,0,0,0,0,0,0,0,1
196,41.5894028308611,0.132,0.306666666666667,0.489752772402998,0,0,0,0,0,0,0,0,0,0,1
197,41.5894028308611,0.132,0.306666666666667,0.489794533641466,0,0,0,0,0,0,0,0,0,0,1
198,41.5894028308611,0.132,0.306666666666667,0.48983626485059,0,0,0,0,0,0,0,0,0,0,1
199,41.5894028308611,0.132,0.306666666666667,0.489877966051963,0,0,0,0,0,0,0,0,0,0,1
200,41.5894028308611,0.132,0.306666666666667,0.489919637267163,0,0,0,0,0,0,0,0,0,0,1
201,41.5894028308611,0.132,0.306666666666667,0.489961278517752,0,0,0,0,0,0,0,0,0,0,1
202,41.5894028308611,0.132,0.306666666666667,0.490002889825277,0,0,0,0,0,0,0,0,0,0,1
203,41.5894028308611,0.132,0.306666666666667,0.490044471211268,0,0,0,0,0,0,0,0,0,0,1
204,41.5894028308611,0.132,0.306666666666667,0.490086022697242,0,0,0,0,0,0,0,0,0,0,1
205,41.5894028308611,0.132,0.306666666666667,0.4901275443047,0,0,0,0,0,0,0,0,0,0,1
206,41.5894028308611,0.132,0.306666666666667,0.490169036055125,0,0,0,0,0,0,0,0,0,0,1
207,41.5894028308611,0.132,0.306666666666667,0.490210497969987,0,0,0,0,0,0,0,0,0,0,1
208,41.5894028308611,0.132,0.306666666666667,0.49025193007074,0,0,0,0,0,0,0,0,0,0,1
209,41.5894028308611,0.132,0.306666666666667,0.490293332378823,0,0,0,0,0,0,0,0,0,0,1
210,41.5894028308611,0.132,0.306666666666667,0.490334704915658,0,0,0,0,0,0,0,0,0,0,1
211,41.5894028308611,0.132,0.306666666666667,0.490376047702654,0,0,0,0,0,0,0,0,0,0,1
212,41.5894028308611,0.132,0.306666666666667,0.490417360761203,0,0,0,0,0,0,0,0,0,0,1
213,41.5894028308611,0.132,0.306666666666667,0.49045864411268,0,0,0,0,0,0,0,0,0,0,1
214,41.5894028308611,0.132,0.306666666666667,0.490499897778449,0,0,0,0,0,0,0,0,0,0,1
215,41.5894028308611,0.132,0.306666666666667,0.490541121779855,0,0,0,0,0,0,0,0,0,0,1
216,41.5894028308611,0.132,0.306666666666667,0.49058231613823,0,0,0,0,0,0,0,0,0,0,1
217,41.5894028308611,0.132,0.306666666666667,0.490623480874887,0,0,0,0,0,0,0,0,0,0,1
218,41.5894028308611,0.132,0.306666666666667,0.490664616011128,0,0,0,0,0,0,0,0,0,0,1
219,41.5894028308611,0.132,0.306666666666667,0.490705721568238,0,0,0,0,0,0,0,0,0,0,1
220,41.5894028308611,0.132,0.306666666666667,0.490746797567486,0,0,0,0,0,0,0,0,0,0,1
221,41.5894028308611,0.132,0.306666666666667,0.490787844030126,0,0,0,0,0,0,0,0,0,0,1
222,41.5894028308611,0.132,0.306666666666667,0.490828860977397,0,0,0,0,0,0,0,0,0,0,1
223,41.5894028308611,0.132,0.306666666666667,0.490869848430523,0,0,0,0,0,0,0,0,0,0,1
224,41.5894028308611,0.132,0.306666666666667,0.490910806410713,0,0,0,0,0,0,0,0,0,0,1
225,41.5894028308611,0.132,0.306666666666667,0.490951734939158,0,0,0,0,0,0,0,0,0,0,1
226,41.5894028308611,0.132,0.306666666666667,0.490992634037039,0,0,0,0,0,0,0,0,0,0,1
227,41.5894028308611,0.132,0.306666666666667,0.491033503725516,0,0,0,0,0,0,0,0,0,0,1
228,41.5894028308611,0.132,0.306666666666667,0.491074344025738,0,0,0,0,0,0,0,0,0,0,1
229,41.5894028308611,0.132,0.306666666666667,0.491115154958837,0,0,0,0,0,0,0,0,0,0,1
230,41.5894028308611,0.132,0.306666666666667,0.491155936545929,0,0,0,0,0,0,0,0,0,0,1
231,41.5894028308611,0.132,0.306666666666667,0.491196688808118,0,0,0,0,0,0,0,0,0,0,1
232,41.5894028308611,0.132,0.306666666666667,0.491237411766489,0,0,0,0,0,0,0,0,0,0,1
233,41.5894028308611,0.132,0.306666666666667,0.491278105442114,0,0,0,0,0,0,0,0,0,0,1
234,41.5894028308611,0.132,0.306666666666667,0.49131876985605,0,0,0,0,0,0,0,0,0,0,1
235,41.5894028308611,0.132,0.306666666666667,0.491359405029337,0,0,0,0,0,0,0,0,0,0,1
236,41.5894028308611,0.132,0.306666666666667,0.491400010983003,0,0,0,0,0,0,0,0,0,0,1
237,41.5894028308611,0.132,0.306666666666667,0.491440587738057,0,0,0,0,0,0,0,0,0,0,1
238,41.5894028308611,0.132,0.306666666666667,0.491481135315496,0,0,0,0,0,0,0,0,0,0,1
239,41.5894028308611,0.132,0.306666666666667,0.491521653736301,0,0,0,0,0,0,0,0,0,0,1
240,41.5894028308611,0.132,0.306666666666667,0.491562143021437,0,0,0,0,0,0,0,0,0,0,1
241,41.5894028308611,0.132,0.306666666666667,0.491602603191856,0,0,0,0,0,0,0,0,0,0,1
242,41.5894028308611,0.132,0.306666666666667,0.491643034268492,0,0,0,0,0,0,0,0,0,0,1
243,41.5894028308611,0.132,0.306666666666667,0.491683436272266,0,0,0,0,0,0,0,0,0,0,1
244,41.5894028308611,0.132,0.306666666666667,0.491723809224083,0,0,0,0,0,0,0,0,0,0,1
245,41.5894028308611,0.132,0.306666666666667,0.491764153144835,0,0,0,0,0,0,0,0,0,0,1
246,41.5894028308611,0.132,0.306666666666667,0.491804468055396,0,0,0,0,0,0,0,0,0,0,1
247,41.5894028308611,0.132,0.306666666666667,0.491844753976628,0,0,0,0,0,0,0,0,0,0,1
248,41.5894028308611,0.132,0.306666666666667,0.491885010929374,0,0,0,0,0,0,0,0,0,0,1
249,41.5894028308611,0.132,0.306666666666667,0.491925238934467,0,0,0,0,0,0,0,0,0,0,1
250,41.5894028308611,0.132,0.306666666666667,0.49196543801272,0,0,0,0,0,0,0,0,0,0,1
251,41.5894028308611,0.132,0.306666666666667,0.492005608184936,0,0,0,0,0,0,0,0,0,0,1
252,41.5894028308611,0.132,0.306666666666667,0.492045749471898,0,0,0,0,0,0,0,0,0,0,1
253,41.5894028308611,0.132,0.306666666666667,0.492085861894379,0,0,0,0,0,0,0,0,0,0,1
254,41.5894028308611,0.132,0.306666666666667,0.492125945473132,0,0,0,0,0,0,0,0,0,0,1
255,41.5894028308611,0.132,0.306666666666667,0.492166000228901,0,0,0,0,0,0,0,0,0,0,1
256,41.5894028308611,0.132,0.306666666666667,0.492206026182409,0,0,0,0,0,0,0,0,0,0,1
257,41.5894028308611,0.132,0.306666666666667,0.492246023354368,0,0,0,0,0,0,0,0,0,0,1
258,41.5894028308611,0.132,0.306666666666667,0.492285991765474,0,0,0,0,0,0,0,0,0,0,1
259,41.5894028308611,0.132,0.306666666666667,0.492325931436408,0,0,0,0,0,0,0,0,0,0,1
260,41.5894028308611,0.132,0.306666666666667,0.492365842387836,0,0,0,0,0,0,0,0,0,0,1
261,41.5894028308611,0.132,0.306666666666667,0.49240572464041,0,0,0,0,0,0,0,0,0,0,1
262,41.5894028308611,0.132,0.306666666666667,0.492445578214766,0,0,0,0,0,0,0,0,0,0,1
263,41.5894028308611,0.132,0.306666666666667,0.492485403131526,0,0,0,0,0,0,0,0,0,0,1
264,41.5894028308611,0.132,0.306666666666667,0.492525199411297,0,0,0,0,0,0,0,0,0,0,1
265,41.5894028308611,0.132,0.306666666666667,0.492564967074671,0,0,0,0,0,0,0,0,0,0,1
